doc,label
"‘도전을 멈추지 않는 힘’, 인공위성 프로젝트를 통해 송씨가 하고 싶었던 진짜 이야기다.","‘도전을 멈추지 않는 힘’, 인공위성 프로젝트를 통해 <송:PER>씨가 하고 싶었던 진짜 이야기다."
이는 페이스북이 워낙 많은 가입자를 확보한 덕분에 가능합니다.,이는 페이스북이 워낙 많은 가입자를 확보한 덕분에 가능합니다.
▷삼성경제연구소는 줄기세포의 세계시장 규모가 2012년에 가면 연간 324억 달러(약 48조 원)에 이를 것으로 예측했다.,▷<삼성경제연구소:ORG>는 줄기세포의 세계시장 규모가 <2012년:DAT>에 가면 연간 <324억 달러:QNT>(<약 48조 원:QNT>)에 이를 것으로 예측했다.
강제성 없어 결함차 교환·환불 5%뿐,강제성 없어 결함차 교환·환불 <5%:QNT>뿐
"방송3社와 경쟁할 새 채널… ""2개 이하 만들것"";서비스업 선진화 방안","방송<3社:QNT>와 경쟁할 새 채널… ""<2개 이하:QNT> 만들것"";서비스업 선진화 방안"
"""출판계뿐 아니라 실은 모든 문화산업의 핵심 동력이 2030 여성들입니다.","""출판계뿐 아니라 실은 모든 문화산업의 핵심 동력이 <2030:QNT> 여성들입니다."
국내외 업계 ‘물 정화 사업’ 경쟁 가열,국내외 업계 ‘물 정화 사업’ 경쟁 가열
한국의 창업 생존율이 낮은 건 민간 중심의 벤처 투자 생태계가 미비하고 판로 확보가 어렵기 때문인 것으로 분석됐다.,한국의 창업 생존율이 낮은 건 민간 중심의 벤처 투자 생태계가 미비하고 판로 확보가 어렵기 때문인 것으로 분석됐다.
이번 설 연휴에는 또 전국 14개 고속도로 휴게소의 혼잡 상태를 미리 확인할 수 있다.,<이번 설 연휴:DAT>에는 또 전국 <14개:QNT> 고속도로 휴게소의 혼잡 상태를 미리 확인할 수 있다.
유기홍 수석대변인은 “박근혜 대통령과 청와대도 성역 없는 진상 조사의 대상”이라며 “그런데도 대통령이 나서서 진상조사위원회에 수사권 및 기소권을 줄 수 없다고 강변하고 있다”고 비판했다.,<유기홍:PER> <수석대변인:CVL>은 “<박근혜:PER> <대통령:CVL>과 <청와대:ORG>도 성역 없는 진상 조사의 대상”이라며 “그런데도 <대통령:CVL>이 나서서 <진상조사위원회:ORG>에 <수사권:CVL> 및 <기소권:CVL>을 줄 수 없다고 강변하고 있다”고 비판했다.
비틀스가 대중문화의 상징이었다면 리버풀FC는 세계 축구의 심장이었다.,<비틀스:PER>가 대중문화의 상징이었다면 <리버풀FC:ORG>는 세계 <축구:CVL>의 심장이었다.
미국 시사주간 뉴스위크는 소치에서 40km가량 떨어져 있는 흑해 동쪽의 압하지야를 ‘신데렐라 국가’에 비유하며 출전하지 못하는 사연을 전했다.,미국 시사주간 <뉴스위크:ORG>는 소치에서 <40km가량:QNT> 떨어져 있는 흑해 동쪽의 압하지야를 ‘<신데렐라:PER> 국가’에 비유하며 출전하지 못하는 사연을 전했다.
이를 위해 LH는 10개 건설사와 2007년 11월 택지매매 계약을 했다.,이를 위해 <LH:ORG>는 <10개:QNT> 건설사와 <2007년 11월:DAT> 택지매매 계약을 했다.
공휴일인 마틴루서킹데이를 맞아 모인 많은 미국인 관람객들에게 이날은 특별한 날이다.,공휴일인 <마틴루서킹데이:DAT>를 맞아 모인 많은 <미국인:CVL> 관람객들에게 <이날:DAT>은 특별한 날이다.
해당 부서장은 기존 정원(TO)의 20% 범위 안에서 인력을 마음대로 늘리거나 줄일 수도 있게 됐다.,해당 <부서장:CVL>은 기존 정원(TO)의 <20%:QNT> 범위 안에서 인력을 마음대로 늘리거나 줄일 수도 있게 됐다.
미국 사우스캐롤라이나주 찰스턴의 유서깊은 흑인교회에서 총격을 가해 9명을 숨지게 한 딜란 루프(21)가 백인 우월주의자라는 정황이 곳곳에서 드러나고 있다.,미국 사우스캐롤라이나주 찰스턴의 유서깊은 <흑인:CVL>교회에서 총격을 가해 <9명:QNT>을 숨지게 한 <딜란 루프:PER>(<21:QNT>)가 <백인:CVL> 우월주의자라는 정황이 곳곳에서 드러나고 있다.
"가스냉난방기로 난방 시 적용되는 가스요금(겨울철 냉난방공조용 14.7714원/MJ)도 겨울철 보일러 요금(업무난방용 15.1432원/MJ)보다 0.3718원/MJ 더 저렴하다.약 500평 규모의 소형 건물에서 48RT(냉동톤, 1RT는 약 33㎡를 냉방할 수 있는 용량) GHP(가스히트펌프) 가스냉난방기를 사용할 경우 냉방요금은 지난해 5월 서울시 기준 259만5000원이다.","가스냉난방기로 난방 시 적용되는 가스요금(<<겨울철:DAT>:DAT> 냉난방공조용 <14.7714원:QNT>/MJ)도 <<겨울철:DAT>:DAT> 보일러 요금(업무난방용 <15.1432원:QNT>/MJ)보다 <0.3718원:QNT>/MJ 더 저렴하다.<약 500평:QNT> 규모의 소형 건물에서 <48RT:QNT>(냉동톤, <1RT:QNT>는 <약 33㎡:QNT>를 냉방할 수 있는 용량) GHP(가스히트펌프) 가스냉난방기를 사용할 경우 냉방요금은 <지난해 5월:DAT> 서울시 기준 <259만5000원:QNT>이다."
또한 수술 시 최소한의 절개와 주변 조직 손상을 최소화하는 수술 방법으로 정확하고 튼튼하게 고정해야 절골술 후 합병증을 줄일 수 있다.,또한 수술 시 최소한의 절개와 주변 조직 손상을 최소화하는 수술 방법으로 정확하고 튼튼하게 고정해야 절골술 후 합병증을 줄일 수 있다.
대검의 일부 검사장들은 유임을 희망했던 것으로 알려졌다.,<대검:ORG>의 일부 <검사장:CVL>들은 유임을 희망했던 것으로 알려졌다.
"1939년 9월 1일, 250명의 아이들을 실은 마지막 열차가 출발할 예정이었다.","<1939년 9월 1일:DAT>, <250명:QNT>의 아이들을 실은 마지막 열차가 출발할 예정이었다."
(웃음) 저도 이번에 알았는데 CG면 카메라가 깊게 못 들어간다고 하더라고요.,(웃음) 저도 이번에 알았는데 CG면 카메라가 깊게 못 들어간다고 하더라고요.
문학에선 두산이 홈팀 SK에 10대6 역전승을 거뒀다.,문학에선 <두산:ORG>이 홈팀 <SK:ORG>에 <10대6:QNT> 역전승을 거뒀다.
"이명희 명내과 원장은 ""노년층이 독감 백신을 맞기 위해 보건소 등을 방문했다가 대기하는 사람이 많아 1~2시간씩 추운 바깥에서 기다리다가 오히려 건강을 해치는 경우가 적지 않다""며 ""이 밖에 날씨가 추울 때 사람이 많은 곳에 갈 때는 마스크를 쓰고, 귀가한 뒤에 손을 씻는 등의 생활 수칙을 노년층은 더욱 철저히 지켜야 한다""고 말했다.","<이명희:PER> <명내과:ORG> <원장:CVL>은 ""노년층이 독감 백신을 맞기 위해 보건소 등을 방문했다가 대기하는 사람이 많아 1~2시간씩 추운 바깥에서 기다리다가 오히려 건강을 해치는 경우가 적지 않다""며 ""이 밖에 날씨가 추울 때 사람이 많은 곳에 갈 때는 마스크를 쓰고, 귀가한 뒤에 손을 씻는 등의 생활 수칙을 노년층은 더욱 철저히 지켜야 한다""고 말했다."
"공연은 오는 10일까지 서울 대학로 아르코예술극장 소극장에서 이어지는데, 사실상 전석 매진 상태다.","공연은 <오는 10일까지:DAT> 서울 대학로 아르코예술극장 소극장에서 이어지는데, 사실상 전석 매진 상태다."
초기 단계에 암을 발견해 치료받는 환자가 많은 데다 국내 위암 수술 수준이 세계 최고이기 때문이다.,초기 단계에 암을 발견해 치료받는 환자가 많은 데다 국내 위암 수술 수준이 세계 최고이기 때문이다.
SK케미칼 측은 2단계로 2020년까지 비슷한 규모의 추가 투자를 할 계획인 것으로 알려졌다.,<SK케미칼:ORG> 측은 <2단계:QNT>로 <2020년까지:DAT> 비슷한 규모의 추가 투자를 할 계획인 것으로 알려졌다.
미국 CNN은 이곳을 ‘서울에서 가장 아름다운 박물관’으로 꼽기도 했다.,미국 <CNN:ORG>은 이곳을 ‘서울에서 가장 아름다운 박물관’으로 꼽기도 했다.
일본 홋카이도 역시 영하 30도까지 떨어진다.,일본 홋카이도 역시 <영하 30도까지:QNT> 떨어진다.
엉덩이와 복부의 지방을 떼어내 배양하는 지방 줄기세포는 지방을 제거하는 과정에서 합병증이 생길 수 있다는 단점이 있다.,엉덩이와 복부의 지방을 떼어내 배양하는 지방 줄기세포는 지방을 제거하는 과정에서 합병증이 생길 수 있다는 단점이 있다.
남북관계 경색으로 개성공단 생산 물품 주문을 주저했던 바이어들의 신뢰를 회복할 수 있는 계기가 될 것이라는 기대에서다.,<남북:ORG>관계 경색으로 개성공단 생산 물품 주문을 주저했던 <바이어:CVL>들의 신뢰를 회복할 수 있는 계기가 될 것이라는 기대에서다.
"박영숙, 제롬 글렌/이희령/비즈니스북스/1만6500원 ◆세계미래보고서 2020- 세계적인 미래연구기구 밀레니엄 프로젝트 2020 대전망!/박영숙, 제롬 글렌/이희령/비즈니스북스/1만6500원","<<박영숙:PER>:PER>, <<제롬 글렌:PER>:PER>/<<이희령:PER>:PER>/<<비즈니스북스:ORG>:ORG>/<<1만6500원:QNT>:QNT> ◆세계미래보고서 <2020:DAT>- 세계적인 미래연구기구 밀레니엄 프로젝트 <2020:DAT> 대전망!/<<박영숙:PER>:PER>, <<제롬 글렌:PER>:PER>/<<이희령:PER>:PER>/<<비즈니스북스:ORG>:ORG>/<<1만6500원:QNT>:QNT>"
두 나라 정부가 이렇듯 공생과 조화를 강조하는 데는 전지구적으로 확산된 시장지상주의와 그 파탄의 결과로 빚어진 격차의 확대가 사회적으로 감당하기 어려운 상태에 도달했다는 위기의식이 있습니다.,<두 나라:QNT> <정부:ORG>가 이렇듯 공생과 조화를 강조하는 데는 전지구적으로 확산된 시장지상주의와 그 파탄의 결과로 빚어진 격차의 확대가 사회적으로 감당하기 어려운 상태에 도달했다는 위기의식이 있습니다.
"범지구적 문제인 기후변화에 능동적으로 대처하기 위한 온실가스 통계 구축, 기후변화 적응, 국민실천 지원 등 기후변화 대응 예산도 301억 원에서 393억 원으로 확대했다.","범지구적 문제인 기후변화에 능동적으로 대처하기 위한 온실가스 통계 구축, 기후변화 적응, 국민실천 지원 등 기후변화 대응 예산도 <301억 원:QNT>에서 <393억 원:QNT>으로 확대했다."
런민일보 “케리 아시아 순방은 북한 때문이 아니다”,<런민일보:ORG> “<케리:PER> 아시아 순방은 북한 때문이 아니다”
"[2017 대한민국 대표브랜드/계룡軍문화축제]병영문화의 모든 것, 계룡軍문화축제서 즐긴다","[<2017:DAT> 대한민국 대표브랜드/계룡軍문화축제]병영문화의 모든 것, 계룡軍문화축제서 즐긴다"
종단 수장인 총무원장에서부터 젊은 불자까지 함께 참여한다는 것도 흥미로웠지만 진행 방식도 새로웠습니다.,종단 <수장:CVL>인 <총무원장:CVL>에서부터 젊은 불자까지 함께 참여한다는 것도 흥미로웠지만 진행 방식도 새로웠습니다.
1960년대와 70년대에는 화학물질을 이용해 허리케인을 인위적으로 소멸시키려는 시도가 이뤄졌다.,<1960년대:DAT>와 <70년대:DAT>에는 화학물질을 이용해 허리케인을 인위적으로 소멸시키려는 시도가 이뤄졌다.
그랬던 그가 부르주아의 상징인 골프채를 휘두르고 있었다.,그랬던 그가 부르주아의 상징인 <골프채:CVL>를 휘두르고 있었다.
박태환은 “400m의 아쉬움을 만회하려고 했는데 어깨가 마음대로 안 움직였다”며 “올림픽과 같이 큰 국제대회를 2년 만에 치르다 보니 신예 선수 등에 대해 내가 파악하지 못한 부분이 많았다”고 말했다.,<박태환:PER>은 “<400m:QNT>의 아쉬움을 만회하려고 했는데 어깨가 마음대로 안 움직였다”며 “올림픽과 같이 큰 국제대회를 <2년 만:DAT>에 치르다 보니 신예 <선수:CVL> 등에 대해 내가 파악하지 못한 부분이 많았다”고 말했다.
시카고 컵스는 5일(한국시각) 임창용을 메이저리그로 승격시켰다.,<시카고 컵스:ORG>는 <5일:DAT>(한국시각) <임창용:PER>을 <메이저리그:ORG>로 승격시켰다.
날지 못하는 새와 그 알은 만만한 먹잇감일 것이다.,날지 못하는 새와 그 알은 만만한 먹잇감일 것이다.
또 이제까지 공개된 박정희 생전의 자필 시(詩)와 일기 선집을 한데 묶은 '박정희 시집'을 새로 냈다.,또 이제까지 공개된 <박정희:PER> 생전의 자필 시(詩)와 일기 선집을 한데 묶은 '<박정희:PER> 시집'을 새로 냈다.
"내로라하는 세계 기업이 운영하는 구글, 유튜브, 페이스북, 바이두(중국의 검색 사이트)에 이은 순위로 몇년째 세계 상위 자리를 굳건히 지키고 있다.","내로라하는 세계 기업이 운영하는 구글, 유튜브, 페이스북, 바이두(중국의 검색 사이트)에 이은 순위로 몇년째 세계 상위 자리를 굳건히 지키고 있다."
1995년 전경련이 낸 4억원을 보태 개보수를 거친 뒤 이준 열사 기념관이 문을 열었다.,<1995년:DAT> <전경련:ORG>이 낸 <4억원:QNT>을 보태 개보수를 거친 뒤 이준 열사 기념관이 문을 열었다.
타 문화 사람들의 특징을 빌려왔지만 비하하려는 의도가 아니라면 (발 빠른 곤잘레스처럼) 사용해도 되는 것일까? 쉽지 않은 문제다.,타 문화 사람들의 특징을 빌려왔지만 비하하려는 의도가 아니라면 (발 빠른 <곤잘레스:PER>처럼) 사용해도 되는 것일까? 쉽지 않은 문제다.
"노사정 대타협의 대상으로는 장시간 노동관행 개선과 일자리 창출을 위한 노동시간 단축, 다양한 고용 형태 도입, 상여금의 통상임금 반영 여부, 비정규직 보호, 복수노조 제도 보완 방안 등이 거론된다.","<노사정 대타협의:ORG> 대상으로는 장시간 노동관행 개선과 일자리 창출을 위한 노동시간 단축, 다양한 고용 형태 도입, 상여금의 통상임금 반영 여부, 비정규직 보호, 복수노조 제도 보완 방안 등이 거론된다."
손열음은 누구?,<손열음:PER>은 누구?
예비후보로 뛰고 있는 박계동 전 의원은 최근 공개적으로 “강 대표는 후보로서 완주를 못 할 중대한 결격사유가 있다”고 예고했다.,예비후보로 뛰고 있는 <박계동:PER> 전 의원은 최근 공개적으로 “<강:PER> <대표:CVL>는 후보로서 완주를 못 할 중대한 결격사유가 있다”고 예고했다.
"시퀘스터 발동을 둘러싼 강경 대치 이후 미국 정치권은 이민법 개혁안, 시리아에 대한 제한적인 공습 등 국내외 현안에서 그 나름으로는 대화와 협상의 묘를 살려 왔다.","시퀘스터 발동을 둘러싼 강경 대치 이후 미국 정치권은 <이민법:CVL> 개혁안, 시리아에 대한 제한적인 공습 등 국내외 현안에서 그 나름으로는 대화와 협상의 묘를 살려 왔다."
한국영화 탄생 100년을 기념해 100편의 영화를 뽑는 작업은 공정성을 기하기 위해 크게 세 단계를 거쳤다.,<한국영화:CVL> 탄생 <100년:QNT>을 기념해 <100편:QNT>의 영화를 뽑는 작업은 공정성을 기하기 위해 크게 <세 단계:QNT>를 거쳤다.
"닛산은 지난해 제네바 모터쇼에서 공개한 ‘카자나’ 콘셉트카의 양산 버전인 크로스오버 신차 ‘주크’를 발표하고, 닛산의 고급 브랜드인 인피니티 ‘뉴 M시리즈’도 유럽 무대에서 첫선을 보인다.","<<닛산:ORG>:ORG>은 <지난해:DAT> 제네바 모터쇼에서 공개한 ‘카자나’ 콘셉트카의 양산 버전인 크로스오버 신차 ‘주크’를 발표하고, <<닛산:ORG>:ORG>의 고급 브랜드인 인피니티 ‘뉴 M시리즈’도 유럽 무대에서 첫선을 보인다."
북한에서 자유를 찾아 한국으로 온 탈북민은 새해만 되면 북한에 남기고 온 가족 생각에 그리움이 사무친다.,북한에서 자유를 찾아 한국으로 온 탈북민은 <새해만:DAT> 되면 북한에 남기고 온 <가족:CVL> 생각에 그리움이 사무친다.
더군다나 중국은 시진핑 주석의 주도하에 이른바 '과학기술 굴기'로 이미 인공지능 등 4차 산업혁명의 주요 분야에서 우리를 앞질렀다는 평가를 받고 있다.,더군다나 중국은 <시진핑:PER> <주석:CVL>의 주도하에 이른바 '과학기술 굴기'로 이미 인공지능 등 <4차 산업혁명:CVL>의 주요 분야에서 우리를 앞질렀다는 평가를 받고 있다.
"그러나 민주당 이상민 의원은 ""국회의원 수는 적지만 소수 정당도 개헌 논의에 참여하는 게 바람직한 것 같다""며 ""새누리당, 의장님과 상의해 여러 방안을 검토해보겠다""고 했다.","그러나 <민주당:ORG> <이상민:PER> <의원:CVL>은 ""<국회의원:CVL> 수는 적지만 소수 정당도 개헌 논의에 참여하는 게 바람직한 것 같다""며 ""<새누리당:ORG>, <의장:CVL>님과 상의해 여러 방안을 검토해보겠다""고 했다."
"음악적인 부분 뿐만 아니라 콘텐츠 면에서도 독보적인 콘셉트를 가진 ‘스펙트럼’은 2018년 관객 참여형 액티비티 프로그램을 선보이며 큰 호평을 받았은 바 있으며, 올해도 총 상금 2,000만원의 코스튬 콘테스트와 신인 디제이들에게 ’스펙트럼‘에 출연할 기회를 제공하는 ’디제이 콘테스트‘가 진행된다.","음악적인 부분 뿐만 아니라 콘텐츠 면에서도 독보적인 콘셉트를 가진 ‘스펙트럼’은 <2018년:DAT> 관객 참여형 액티비티 프로그램을 선보이며 큰 호평을 받았은 바 있으며, <올해:DAT>도 총 상금 <2,000만원:QNT>의 코스튬 콘테스트와 신인 디제이들에게 ’스펙트럼‘에 출연할 기회를 제공하는 ’디제이 콘테스트‘가 진행된다."
"시청자 게시판에는 ‘한창 사랑받고 보살핌 받아야 하는 아기가 프로그램에 이끌려 다니는 모습을 보니 찝찝함과 눈물밖에 안 남았다’(김형선), ‘생후 1개월 아기를 침대에 눕힌 채로 수유하거나 사람 많은 결혼식장에 데려가면 안 된다.","시청자 게시판에는 ‘한창 사랑받고 보살핌 받아야 하는 아기가 프로그램에 이끌려 다니는 모습을 보니 찝찝함과 눈물밖에 안 남았다’(<김형선:PER>), ‘생후 <1개월:DAT> 아기를 침대에 눕힌 채로 수유하거나 사람 많은 결혼식장에 데려가면 안 된다."
"아산은 여기에 이순신체육관에 현대자동차, 삼성디스플레이 등 기업 광고를 유치하며 협력 체계를 강화하고 있다.","<아산:ORG>은 여기에 이순신체육관에 <현대자동차:ORG>, <삼성디스플레이:ORG> 등 기업 광고를 유치하며 협력 체계를 강화하고 있다."
“올해가 3·1운동 100주년이 되는 해인 만큼 독립운동에 기여한 영웅들을 위해 제 나름의 의미 있는 일을 하고 싶었다.,“<올<해:DAT>:DAT>가 3·1운동 <100주년:QNT>이 되는 <해:DAT>인 만큼 독립운동에 기여한 영웅들을 위<해:DAT> 제 나름의 의미 있는 일을 하고 싶었다.
"대법, 징역 6월·집행유예 1년 확정","<대법:ORG>, <징역:CVL> <6월:DAT>·<집행유예:CVL> <1년:DAT> 확정"
타율은 0.111에서 0.143(21타수 3안타)으로 조금 올랐다.,타율은 <0.111:QNT>에서 <0.143:QNT>(<21타수:QNT> <3안타:QNT>)으로 조금 올랐다.
4강전 이전까지의 활발한 움직임은 보이지 않았다.,<4강전 이전까지:DAT>의 활발한 움직임은 보이지 않았다.
"철거 예산은 9억8000만 원, 조경 비용까지 포함하면 약 27억 원이 들 것으로 보인다.","철거 예산은 <9억8000만 원:QNT>, 조경 비용까지 포함하면 <약 27억 원:QNT>이 들 것으로 보인다."
조 회장 일가 소유 싸이버스카이,<조:PER> <회장:CVL> 일가 소유 <싸이버스카이:ORG>
백악관은 “현재 비준을 했거나 올해 안에 비준을 약속한 국가가 55개국을 넘는다”고 전했다.,<백악관:ORG>은 “현재 비준을 했거나 <올해 안:DAT>에 비준을 약속한 국가가 <55개국:QNT>을 넘는다”고 전했다.
"특히 SM 'STATION' 발표곡이나 앨범 수록곡 등 공식석상에서는 보기 어려웠던 다양한 음악들이 대거 등장하면서, 팬들과 슈주와의 음악적 공감대를 더욱 두텁게 쌓는 듯한 인상을 전했다.","특히 <SM:ORG> 'STATION' 발표곡이나 앨범 수록곡 등 공식석상에서는 보기 어려웠던 다양한 음악들이 대거 등장하면서, 팬들과 <슈주:PER>와의 음악적 공감대를 더욱 두텁게 쌓는 듯한 인상을 전했다."
편집자들이 만드는 위키백과“장점과 한계를 읽는 독서법 필요”편향으로 빠져 있는 정보 찾아틈새 채우는 편향 극복 시도도다양한 신규 참여자 활동 늘어야,편집자들이 만드는 위키백과“장점과 한계를 읽는 독서법 필요”편향으로 빠져 있는 정보 찾아틈새 채우는 편향 극복 시도도다양한 신규 참여자 활동 늘어야
내과계열의 젊은 의사들이 열과 성의를 가지고 같이 진료를 하면서 배우려는 자세를 보여 많은 감동을 주었다.,내과계열의 젊은 <의사:CVL>들이 열과 성의를 가지고 같이 진료를 하면서 배우려는 자세를 보여 많은 감동을 주었다.
"문화재청 김용휘 행정사무관은 ""16세기 중후반의 남녀복식사에 관한 자료""라며 ""당시 사회문화상을 읽을 수 있는 열쇠를 제공할 것""이라고 말했다.","<문화재청:ORG> <김용휘:PER> <행정사무관:CVL>은 ""<16세기 중후반:DAT>의 남녀복식사에 관한 자료""라며 ""당시 사회문화상을 읽을 수 있는 열쇠를 제공할 것""이라고 말했다."
"이 때문에 인수위 주변에선 ""박 당선인이 총리 후보자를 두 번째 발표하는 모습을 보여주기 싫었던 것 아니냐""는 해석이 나왔다.","이 때문에 <인수위:ORG> 주변에선 ""<박:PER> 당선인이 <총리:CVL> 후보자를 <두 번째:QNT> 발표하는 모습을 보여주기 싫었던 것 아니냐""는 해석이 나왔다."
석 대표는 “GPS가 통하지 않는 실내에서도 1장의 사진만으로 자신의 정확한 위치를 입체적으로 파악할 수 있다는 점이 핵심”이라며 “고해상도 카메라로 사진을 찍으면 딥러닝을 통해 공간의 피처를 탐색해 매칭하고 삼각측량법을 이용해 정확한 내 위치를 알아낸다.,<석:PER> <대표:CVL>는 “GPS가 통하지 않는 실내에서도 <1장:QNT>의 사진만으로 자신의 정확한 위치를 입체적으로 파악할 수 있다는 점이 핵심”이라며 “고해상도 카메라로 사진을 찍으면 딥러닝을 통해 공간의 피처를 탐색해 매칭하고 삼각측량법을 이용해 정확한 내 위치를 알아낸다.
사정당국에 따르면 정연 씨는 답변서에서 이 돈이 아파트 구매대금이라고 시인하면서도 “환치기 등 불법 송금에는 개입하지 않았다”고 밝힌 것으로 전해졌다.,사정당국에 따르면 <정연:PER> 씨는 답변서에서 이 돈이 아파트 구매대금이라고 시인하면서도 “환치기 등 불법 송금에는 개입하지 않았다”고 밝힌 것으로 전해졌다.
"해군 장교 출신으로 육군사관학교, 해양경찰특공대, 해양경찰학교에서 전술 체력 자문을 맡아 가르쳤다.","<해군:ORG> <장교:CVL> 출신으로 <육군사관학교:ORG>, <해양경찰특공대:ORG>, <해양경찰학교:ORG>에서 전술 체력 자문을 맡아 가르쳤다."
멕시코 공장에서 북미 시장용 가전제품을 생산하고 있는 LG전자도 미국 공장 건립을 적극 검토하고 있다.,멕시코 공장에서 북미 시장용 가전제품을 생산하고 있는 <LG전자:ORG>도 미국 공장 건립을 적극 검토하고 있다.
'쿠거'는 미국 속어로 어린 남자를 찾아다니는 나이 든 독신 여성을 의미한다.,'쿠거'는 미국 속어로 어린 남자를 찾아다니는 나이 든 독신 여성을 의미한다.
최근 방송에선 각각 40%대 지지율로 여론조사 1·2위를 차지한 인기 개그맨 노홍철과 유재석에 멀찌감치 떨어져 한 자릿수 지지율을 얻은 군소 후보 4명이 온갖 익살을 떨며 단일화를 이뤄내는 장면이 전파를 탔다.,최근 방송에선 <각각 40%대:QNT> 지지율로 여론조사 <1·2위:QNT>를 차지한 인기 <개그맨:CVL> <노홍철:PER>과 <유재석:PER>에 멀찌감치 떨어져 <한 자릿수:QNT> 지지율을 얻은 군소 후보 <4명:QNT>이 온갖 익살을 떨며 단일화를 이뤄내는 장면이 전파를 탔다.
"[호남] 전남도 ""2014년 귀농 1만가구 유치""","[호남] 전남도 ""<2014년:DAT> 귀농 <1만:QNT>가구 유치"""
데이비드 버스(65) 현 미국 텍사스대 심리학과 교수는 1984~1989년 세계 35개국 37개 문화권의 1만47명을 대상으로 비교-문화 연구를 했다.,<데이비드 버스:PER>(<65:QNT>) 현 미국 <텍사스대:ORG> 심리학과 <교수:CVL>는 <1984~1989년:DAT> 세계 <35개국:QNT> <37개:QNT> 문화권의 <1만47명:QNT>을 대상으로 비교-문화 연구를 했다.
'조선족은 사건을 많이 일으킨다' '보이스피싱 사기를 친다'는 편견이었다.,'<조선족:CVL>은 사건을 많이 일으킨다' '보이스피싱 사기를 친다'는 편견이었다.
"직구로 승부한 6회는 김시진 넥센 감독의 말마따나 “90점”짜리였지만, 변화구로 싸운 7회는 아쉬움을 남겼다.","직구로 승부한 6회는 <김시진:PER> <넥센:ORG> <감독:CVL>의 말마따나 “<90점:QNT>”짜리였지만, 변화구로 싸운 7회는 아쉬움을 남겼다."
김씨는 “다른 재활사는 생계를 위해 주말 또는 퇴근 후 아르바이트로 생활한다”고 안타까움을 드러냈다.,<김:PER>씨는 “다른 <재활사:CVL>는 생계를 위해 <주말:DAT> 또는 퇴근 후 아르바이트로 생활한다”고 안타까움을 드러냈다.
외롭고 예민한 아가씨와 그런 아가씨에게 연민과 사랑을 느끼는 숙희의 동성애 베드신 묘사도 적나라하다.,외롭고 예민한 아가씨와 그런 아가씨에게 연민과 사랑을 느끼는 <숙희:PER>의 동성애 베드신 묘사도 적나라하다.
"[기자의 눈/조영달]우버 고발한 택시조합, 자기반성은 안하나","[<기자:CVL>의 눈/<조영달:PER>]<우버:ORG> 고발한 택시조합, 자기반성은 안하나"
둘 다 국내 최고 공격수로 꼽힐 만큼 실력이 뛰어나다.,<둘:QNT> 다 국내 최고 <공격수:CVL>로 꼽힐 만큼 실력이 뛰어나다.
지난 100여년의 어두운 경험이 만든 피해의식에 묶여 있으면 우리는 새 패러다임 적응에 실패해 또 다시 시행착오와 혼란을 겪게 될 것이다.”,<지난 100여년:DAT>의 어두운 경험이 만든 피해의식에 묶여 있으면 우리는 새 패러다임 적응에 실패해 또 다시 시행착오와 혼란을 겪게 될 것이다.”
그는 2회에도 한 점을 뺏겼지만 3회부터 7회까지 무실점으로 막았다.,그는 2회에도 <한 점:QNT>을 뺏겼지만 3회부터 7회까지 무실점으로 막았다.
탐정들의 활동은 첩보영화를 떠올리게 한다.,<탐정:CVL>들의 활동은 첩보영화를 떠올리게 한다.
홍 후보 대신 부신 현장 자원봉사,<홍:PER> 후보 대신 부신 현장 자원봉사
누가 서울대를 언급할 때 '서울대에 어떤 분야에서 아주 뛰어난 교수가 있었지'란 생각이 들어야 한다.,누가 <<서울대:ORG>:ORG>를 언급할 때 '<<서울대:ORG>:ORG>에 어떤 분야에서 아주 뛰어난 <교수:CVL>가 있었지'란 생각이 들어야 한다.
K리그 평균 홈 관중 1만4757명으로 지난해(1만1174명)에 비해 32%가 증가했다.,<K리그:ORG> 평균 홈 관중 <1만4757명:QNT>으로 <지난해:DAT>(<1만1174명:QNT>)에 비해 <32%:QNT>가 증가했다.
홍 대표는 인천공항공사 민영화를 두고 국민주 공모 방식을 추진하는 이유로 △국민들에게 자산증식의 기회를 주는 서민정책 △특정 대기업에 매각될 경우의 특혜시비 예방 △외국자본에 매각될 경우의 국부 유출 방지 등을 들었다.,<홍:PER> <대표:CVL>는 <인천공항공사:ORG> 민영화를 두고 국민주 공모 방식을 추진하는 이유로 △국민들에게 자산증식의 기회를 주는 서민정책 △특정 대기업에 매각될 경우의 특혜시비 예방 △외국자본에 매각될 경우의 국부 유출 방지 등을 들었다.
만약 위와 같은 현상이 나타난다면 병원을 찾아 정확한 결과를 확인해야 한다.,만약 위와 같은 현상이 나타난다면 병원을 찾아 정확한 결과를 확인해야 한다.
"시교육청 관계자는 “90일 안에 징계 수위를 결정하게 돼 있으나, 재판이 진행중인 사안은 재판 결과가 나올 때까지 징계 결정을 미룰 수 있다”고 말했다.","<시교육청:ORG> 관계자는 “<90일 안:DAT>에 징계 수위를 결정하게 돼 있으나, 재판이 진행중인 사안은 재판 결과가 나올 때까지 징계 결정을 미룰 수 있다”고 말했다."
