doc,label
두 기술의 융합이 기대되는 이유다.,<두 기술:QNT>의 융합이 기대되는 이유다.
◇ 조필호가 '악질'이었어야 하는 이유,◇ 조필호가 '악질'이었어야 하는 이유
'리코더 시험'이 굉장히 따뜻했다면 '벌새'는 좀 서늘한 영화가 된 거 같다.,'리코더 시험'이 굉장히 따뜻했다면 '벌새'는 좀 서늘한 영화가 된 거 같다.
옛 휘문출판사가 기획한 세계의 대사상 1권(플라톤 <국가>)을 박종현 교수와 함께 1982년에 낸 게 저의 첫 원전 번역이죠.,옛 휘문출판사가 기획한 세계의 대사상 <1권:QNT>(플라톤 <국가>)을 박종현 교수와 함께 1982년에 낸 게 저의 첫 원전 번역이죠.
"지난 2014년 란셋 저널에 따르면, 허벅지 근육은 20대부터 줄어들기 시작해 80대가 되면 40%까지 빠진다.","지난 2014년 란셋 저널에 따르면, 허벅지 근육은 <20대:QNT>부터 줄어들기 시작해 <80대:QNT>가 되면 <40%까지:QNT> 빠진다."
▶ MORPG(Multiplayer Online Role-Playing Game) : 다중 사용자 온라인 롤플레잉 게임.,▶ MORPG(Multiplayer Online Role-Playing Game) : 다중 사용자 온라인 롤플레잉 게임.
박주영의 공백시에 그를 대신할 스트라이커가 눈에 띄지 않는다는 점도 고질적인 불안요소가 될 전망이다.,박주영의 공백시에 그를 대신할 <스트라이커:CVL>가 눈에 띄지 않는다는 점도 고질적인 불안요소가 될 전망이다.
자세한 문의는 부산음악창작소로 하면 된다.,자세한 문의는 부산음악창작소로 하면 된다.
정부의 한 관계자는 “아랍에미리트가 자국 안보에 문제가 발생했을 경우 한국이 군사 분야에서 지원해 줄 것을 요청한 것으로 안다”면서 “한국군이 도울 수 있는 방안이 있다면 적극 도와야 하지 않겠느냐”고 말했다.,정부의 한 관계자는 “<아랍에미리트:LOC>가 자국 안보에 문제가 발생했을 경우 <한국:LOC>이 군사 분야에서 지원해 줄 것을 요청한 것으로 안다”면서 “한국군이 도울 수 있는 방안이 있다면 적극 도와야 하지 않겠느냐”고 말했다.
일반인들이 보편적으로 생각하는 중독이라는 의미는 무엇일까? 평소 정신적으로 신체적으로 건강하고 정상적인 생활을 했던 사람이 알코올이나 마약으로 인해 건강을 잃고 정상적인 생활을 할 수 없는 사회적 폐인이 되는 상태를 말할 것이다.,일반인들이 보편적으로 생각하는 중독이라는 의미는 무엇일까? 평소 정신적으로 신체적으로 건강하고 정상적인 생활을 했던 사람이 알코올이나 마약으로 인해 건강을 잃고 정상적인 생활을 할 수 없는 사회적 폐인이 되는 상태를 말할 것이다.
'디지털 무늬'로 군복 업그레이드;특수처리로 적에 잘 포착 안돼… 방한복·야전상의 등도 보온·방수 기능 강화,'디지털 무늬'로 <군복:CVL> 업그레이드;특수처리로 적에 잘 포착 안돼… <방한복:CVL>·<야전상의:CVL> 등도 보온·방수 기능 강화
삼진제약은 최근 먹는 안구건조증 치료제를 개발해 정부로부터 2년간 17억 원을 지원받기도 했다.,삼진제약은 최근 먹는 안구건조증 치료제를 개발해 정부로부터 2년간 <17억 원:QNT>을 지원받기도 했다.
미네랄은 피부 보호막을 형성하고 유·수분 균형을 맞춰 매끄럽고 윤기 있게 해준다.,미네랄은 피부 보호막을 형성하고 유·수분 균형을 맞춰 매끄럽고 윤기 있게 해준다.
지난 3월 한국보건산업진흥원과 75억원을 투입해 공동 설립한 AI 신약개발지원센터도 그 일환이다.,지난 3월 한국보건산업진흥원과 <75억원:QNT>을 투입해 공동 설립한 AI 신약개발지원센터도 그 일환이다.
"롯데 정수근, 또 음주 구설수","롯데 정수근, 또 음주 구설수"
"우리는 북한과의 대치 상황 때문에, 미국도 비슷한 이유로 가입하지 않고 있다.","우리는 북한과의 대치 상황 때문에, <미국:LOC>도 비슷한 이유로 가입하지 않고 있다."
외국계 투자전문가들은 한국 금융시장의 최대 변수는 유럽 재정위기 해소 과정이며 북한 권력승계는 그 다음으로 지켜봐야 할 ‘제2의 포인트’라고 지적했다.,외국계 투자전문가들은 <한국:LOC> 금융시장의 최대 변수는 <유럽:LOC> 재정위기 해소 과정이며 <북한:LOC> 권력승계는 그 다음으로 지켜봐야 할 ‘<제2:QNT>의 포인트’라고 지적했다.
우주와 하늘에서 모아진 데이터는 나사의 캘리포니아 아메스(Ames) 연구센터에 있는 수퍼컴퓨터 플레이아데스에 모아져 분석된다.,우주와 하늘에서 모아진 데이터는 나사의 <캘리포니아:LOC> 아메스(Ames) 연구센터에 있는 수퍼컴퓨터 플레이아데스에 모아져 분석된다.
"제가 올해 한국 나이로 30살인데, 30살 되면 해보고 싶은 게 슈베르트 마지막 소나타들이었어요.","제가 올해 <한국:LOC> 나이로 <<30살:QNT>:QNT>인데, <<30살:QNT>:QNT> 되면 해보고 싶은 게 슈베르트 마지막 소나타들이었어요."
'황제의 외동딸'도 트렌드 인기 순위에서 2위를 기록했다.,'황제의 외동딸'도 트렌드 인기 순위에서 <2위:QNT>를 기록했다.
특히 ‘메탈쿨링김치통’은 뚜껑을 제외한 전면이 스테인리스 소재로 제작되어 냉기를 오래 보존해 김치를 더 차갑고 아삭하게 보관할 수 있다고 삼성전자는 설명했다.,특히 ‘메탈쿨링<김치:CVL>통’은 뚜껑을 제외한 전면이 스테인리스 소재로 제작되어 냉기를 오래 보존해 <김치:CVL>를 더 차갑고 아삭하게 보관할 수 있다고 삼성전자는 설명했다.
그런 왕멍이 다음 달 개막하는 소치 겨울올림픽 출전이 불투명해졌다.,그런 왕멍이 다음 달 개막하는 소치 겨울올림픽 출전이 불투명해졌다.
"러시아, 대만과도 판매를 협의중이다.","<러시아:LOC>, <대만:LOC>과도 판매를 협의중이다."
사실 그는 군을 제대한 1995년부터 극단 백수광부에서 연극으로 연기를 시작했다.,사실 그는 군을 제대한 1995년부터 극단 백수광부에서 연극으로 연기를 시작했다.
여·야·정부·공무원노조가 참여한 대타협기구에서 공무원연금 개혁 필요성을 공식 인정한 것은 이번이 처음이다.,여·야·정부·공무원노조가 참여한 대타협기구에서 <공무원연금:CVL> 개혁 필요성을 공식 인정한 것은 이번이 처음이다.
"즉, 노란빛의 베이스 피부면 웜톤, 푸른빛의 베이스 피부면 쿨톤으로 이해하면 된다.","즉, 노란빛의 베이스 피부면 웜톤, 푸른빛의 베이스 피부면 쿨톤으로 이해하면 된다."
◇'SF9표 컬러풀 음악매직' 콘서트 UNIXERSE 중반부,◇'SF9표 컬러풀 음악매직' 콘서트 UNIXERSE 중반부
영츠하이머는 '젊은(Young)'과 '알츠하이머(Alzheimer)'를 합쳐 부르는 말이다.,영츠하이머는 '젊은(Young)'과 '알츠하이머(Alzheimer)'를 합쳐 부르는 말이다.
"4월과 5월, 7월에 언론사 편집·보도국장단, 정치부장단, 논설실장을 각각 청와대로 초청해 오·만찬을 겸한 질의응답 자리를 가졌지만 박 대통령의 육성(肉聲)이 국민에게 전달되진 못했다.","4월과 5월, 7월에 언론사 편집·보도국장단, 정치부장단, <논설실장:CVL>을 각각 청와대로 초청해 오·만찬을 겸한 질의응답 자리를 가졌지만 박 <대통령:CVL>의 육성(肉聲)이 국민에게 전달되진 못했다."
"中 주도 AIIB(아시아인프라투자은행)에 47개국 참여… 韓國, 지분율 5% 확보 힘들 듯","<中:LOC> 주도 AIIB(아시아인프라투자은행)에 <47개국:QNT> 참여… <韓國:LOC>, 지분율 <5%:QNT> 확보 힘들 듯"
특히 월드컵 통산 11호 골을 기록한 ‘득점기계’ 클로제는 브라질 호나우두(15골)의 월드컵 최다골 기록을 넘어서겠다는 각오다.,특히 월드컵 통산 <11호 골:QNT>을 기록한 ‘득점기계’ 클로제는 <브라질:LOC> 호나우두(<15골:QNT>)의 월드컵 최다골 기록을 넘어서겠다는 각오다.
하지만 '현재 뉴욕에서 가장 뜨고 있는 디자이너'를 꼽으라면 열 명 중 아홉은 이 이름을 거론할 것이다.,하지만 '현재 <뉴욕:LOC>에서 가장 뜨고 있는 <디자이너:CVL>'를 꼽으라면 <열 명:QNT> 중 <아홉:QNT>은 이 이름을 거론할 것이다.
전씨의 하루 노역 비용이 400만원인 것에도 관심이 쏠린다.,전씨의 하루 노역 비용이 <400만원:QNT>인 것에도 관심이 쏠린다.
엄밀히 말해 전시작 20여점은 단색화가 아닌 단색조(調)로 묶인다.,엄밀히 말해 전시작 <20여점:QNT>은 <단색화:CVL>가 아닌 단색조(調)로 묶인다.
6과 3분의 1이닝을 실점 없이 막은 김수경은 2009년 9월 13일 한화전 이후 2년여 만에 승리를 따냈다.,<6과 3분의 1이닝:QNT>을 실점 없이 막은 김수경은 2009년 9월 13일 한화전 이후 2년여 만에 승리를 따냈다.
[한겨레 프리즘] 어린이집과 수술실 / 김양중,[한겨레 프리즘] 어린이집과 수술실 / 김양중
이에 우 전 수석 쪽은 아들 전보는 경찰의 일반적인 인사 관행에 따랐을 뿐이란 취지로 반박에 나섰다.,이에 우 전 <수석:CVL> 쪽은 <아들:CVL> 전보는 경찰의 일반적인 인사 관행에 따랐을 뿐이란 취지로 반박에 나섰다.
"앞서 국정원이 ""IS 동조자 5명을 국내에서 감시 중이며, 헤즈볼라 대원들이 폭탄 원료를 밀반출하려다 실패했다""고 국회에 보고한 만큼, 테러와 관련한 활동에 대한 감시를 강화하겠다는 것이다.","앞서 국정원이 ""IS 동조자 <5명:QNT>을 국내에서 감시 중이며, 헤즈볼라 <대원:CVL>들이 폭탄 원료를 밀반출하려다 실패했다""고 국회에 보고한 만큼, 테러와 관련한 활동에 대한 감시를 강화하겠다는 것이다."
1경기 반 차로 엘지(LG)에 밀려 5위를 기록 중인 기아는 이날 케이티를 잡은 뒤 27일 안방에서 열리는 엘지와의 대결에서 승리해 4위로 도약한다는 계획이었다.,<1경기 반:QNT> 차로 엘지(LG)에 밀려 <5위:QNT>를 기록 중인 기아는 이날 케이티를 잡은 뒤 27일 안방에서 열리는 엘지와의 대결에서 승리해 <4위:QNT>로 도약한다는 계획이었다.
영희씨와 삼곤씨는 중학교 동창이었다.,영희씨와 삼곤씨는 중학교 동창이었다.
"등급별로는 C등급 30곳(20%), D등급 8곳(5%)이고, '매우 위험' 단계인 E등급도 1곳으로 나왔다.","등급별로는 <C등급:QNT> <30곳:QNT>(<20%:QNT>), <D등급:QNT> <8곳:QNT>(<5%:QNT>)이고, '매우 위험' 단계인 <E등급:QNT>도 <1곳:QNT>으로 나왔다."
‘바냐 아저씨’는 욕망의 삼각도가 중첩된 작품이다.,‘바냐 아저씨’는 욕망의 삼각도가 중첩된 작품이다.
IMF 구제금융을 받은 그리스는 국가채무 상환 능력을 의심받으며 제2의 위기에 몰리고 있다.,IMF 구제금융을 받은 그리스는 국가채무 상환 능력을 의심받으며 <제2:QNT>의 위기에 몰리고 있다.
권 교수는 “육류 등 단백질이 풍부한 음식을 자주 먹으면 호모시스테인 체내 농도가 올라간다”며 “시금치 등 녹색 채소나 생선 등 비타민B가 풍부한 음식을 함께 섭취해 정상 수치를 유지해야 한다”고 했다.,권 <교수:CVL>는 “<육류:CVL> 등 단백질이 풍부한 음식을 자주 먹으면 호모시스테인 체내 농도가 올라간다”며 “<시금치:CVL> 등 녹색 <채소:CVL>나 <생선:CVL> 등 비타민B가 풍부한 음식을 함께 섭취해 정상 수치를 유지해야 한다”고 했다.
"문 전 대표 쪽 관계자는 “(야권통합 제안이)지지층의 관심을 붙잡고, 야권연대에 먼저 나섰다는 명분을 가지려는 의도로 보인다”며 “문 대표도 통합에 대해 부정적으로 말한 적은 없다”고 말했다.","문 전 <<대표:CVL>:CVL> 쪽 관계자는 “(야권통합 제안이)지지층의 관심을 붙잡고, 야권연대에 먼저 나섰다는 명분을 가지려는 의도로 보인다”며 “문 <<대표:CVL>:CVL>도 통합에 대해 부정적으로 말한 적은 없다”고 말했다."
"우리나이로 67살인데, 길을 지나는 10대들이 대뜸 “사딸라 아저씨~ 아저씨~” 하며 스스럼없이 그를 막아선다.","우리나이로 <67살:QNT>인데, 길을 지나는 <10대:QNT>들이 대뜸 “<사딸라:QNT> 아저씨~ 아저씨~” 하며 스스럼없이 그를 막아선다."
북청사자놀음에 등장하는 사자가 한국적인 호랑이와 만나고 이 호랑이가 하룻밤 정을 나눈 사내에게 목숨을 바치는 호랑이처녀설화와 연결된다.,북청사자놀음에 등장하는 사자가 한국적인 호랑이와 만나고 이 호랑이가 하룻밤 정을 나눈 사내에게 목숨을 바치는 호랑이처녀설화와 연결된다.
"건강 도시락이 밥상 위에 올라오면 마치 도전장을 내밀듯 “오늘 마감 끝나고 딱 한잔, 어때?”","건강 도시락이 밥상 위에 올라오면 마치 도전장을 내밀듯 “오늘 마감 끝나고 딱 <한잔:QNT>, 어때?”"
이 때문에 다주택자 양도세 중과 폐지와 전월세 상한제를 일괄 타결하는 ‘빅딜’론도 나오고 있다.,이 때문에 <다주택자 양도세 중과:CVL> 폐지와 <전월세 상한제:CVL>를 일괄 타결하는 ‘빅딜’론도 나오고 있다.
"""윤가은 감독은 비교할 만한 감독이 없다고 생각해요.","""윤가은 <<감독:CVL>:CVL>은 비교할 만한 <<감독:CVL>:CVL>이 없다고 생각해요."
증액 부분도 첫해에는 국회에서 감액을 해 어려웠지만 지난해에는 목표액만큼 증액이 됐다.,증액 부분도 첫해에는 국회에서 감액을 해 어려웠지만 지난해에는 목표액만큼 증액이 됐다.
중국이 지난 11일 달러 대비 위안화 가치를 하루에 1.86%나 떨어뜨리며 20년 동안 진행돼온 위안화 절상 추세를 반전시켰다.,중국이 지난 11일 <달러:CVL> 대비 <<위안화:CVL>:CVL> 가치를 하루에 <1.86%:QNT>나 떨어뜨리며 20년 동안 진행돼온 <<위안화:CVL>:CVL> 절상 추세를 반전시켰다.
다른 인공 섬 팜제벨알리(1200만 m²)는 매립만 한 채 공사대금을 제대로 주지 못해 인프라 공사가 중단됐으며 가장 규모가 큰 팜데이라(4635만 m²)는 아직 매립조차 못했다.,다른 인공 섬 <팜제벨알리:LOC>(<1200만 m²:QNT>)는 매립만 한 채 공사대금을 제대로 주지 못해 인프라 공사가 중단됐으며 가장 규모가 큰 <팜데이라:LOC>(<4635만 m²:QNT>)는 아직 매립조차 못했다.
-세계적으로 1개월~계절예측 정보에 대한 사용률과 수요가 더 많아지고 있다.,-세계적으로 1개월~계절예측 정보에 대한 사용률과 수요가 더 많아지고 있다.
"""서울 우면산과 부산 중리산을 비롯해 후방 지역 36곳에 지뢰가 있어요.","""<서울:LOC> <우면산:LOC>과 <부산:LOC> <중리산:LOC>을 비롯해 후방 지역 <36곳:QNT>에 지뢰가 있어요."
"김진광 태백산국립공원사무소장은 “국립공원 지정을 계기로 태백산의 자연자원을 체계적으로 보호하고, 지역발전에도 도움이 될 수 있도록 노력하겠다”고 말했다.","김진광 <태백산국립공원:LOC><사무소장:CVL>은 “국립공원 지정을 계기로 <태백산:LOC>의 자연자원을 체계적으로 보호하고, 지역발전에도 도움이 될 수 있도록 노력하겠다”고 말했다."
할머니들이 사죄를 받는데 (여러분이) 힘써 달라”고 당부했다.,<할머니:CVL>들이 사죄를 받는데 (여러분이) 힘써 달라”고 당부했다.
엔씨소프트의 '리니지M'의 경우 일평균 매출이 30억원에 달한다.,엔씨소프트의 '리니지M'의 경우 일평균 매출이 <30억원:QNT>에 달한다.
드루젠은 망막검사를 할 때 보이는 작고 둥근 황백색 병변을 지칭하는 말이다.,드루젠은 망막검사를 할 때 보이는 작고 둥근 황백색 병변을 지칭하는 말이다.
재용씨 2년8개월 노역 적용,재용씨 2년8개월 노역 적용
롯데마트는 “기후변화 등으로 인한 어획 부진 등으로 물량 확보에 어려움을 겪고 있다”고 밝혔다.,롯데마트는 “기후변화 등으로 인한 어획 부진 등으로 물량 확보에 어려움을 겪고 있다”고 밝혔다.
박 대표는 “잇몸질환은 소리없이 다가오는 질환이어서 문제를 인식했을 때는 질환이 한참 진행된 뒤인 경우가 많다”며 “일반인들이 손쉽게 잇몸질환을 진단할 수 있도록 제품을 내놓을 계획”이라고 했다.,박 <대표:CVL>는 “잇몸질환은 소리없이 다가오는 질환이어서 문제를 인식했을 때는 질환이 한참 진행된 뒤인 경우가 많다”며 “일반인들이 손쉽게 잇몸질환을 진단할 수 있도록 제품을 내놓을 계획”이라고 했다.
콘서트에서 부를 노래를 고르려고 한번 1~8집을 순서대로 쭉 들어본 적이 있는데 못 듣겠더라.(웃음) 너무 많다.,콘서트에서 부를 노래를 고르려고 한번 <1~8집:QNT>을 순서대로 쭉 들어본 적이 있는데 못 듣겠더라.(웃음) 너무 많다.
▶교황이 엊그제 생일에 노숙자 세 명과 함께 미사를 올리고 아침을 들었다.,▶<교황:CVL>이 엊그제 생일에 노숙자 <세 명:QNT>과 함께 미사를 올리고 아침을 들었다.
"""IT와 속도 면에서는 가장 앞서고 연간 매출액이 11조원대로 국내 기업을 통틀어 20위권에 듭니다.","""IT와 속도 면에서는 가장 앞서고 연간 매출액이 <11조원대:QNT>로 국내 기업을 통틀어 <20위권:QNT>에 듭니다."
출전 선수에 대한 국적을 가리지 않아 세계적인 선수들이 참여하는 방식으로 운영될 수도 있다.,출전 <<선수:CVL>:CVL>에 대한 국적을 가리지 않아 세계적인 <<선수:CVL>:CVL>들이 참여하는 방식으로 운영될 수도 있다.
이어 “지금 계류돼 있는 법안들의 내용을 국민이 정확하게 들으면 ‘저건 나를 위한 법안 아니냐’ ‘저게 내 일 아니냐’ 이렇게 모두 생각하게 될 것”이라며 서비스산업발전기본법을 시작으로 19개 법안의 주요 내용을 상세히 소개했다.,이어 “지금 계류돼 있는 법안들의 내용을 국민이 정확하게 들으면 ‘저건 나를 위한 법안 아니냐’ ‘저게 내 일 아니냐’ 이렇게 모두 생각하게 될 것”이라며 <서비스산업발전기본법:CVL>을 시작으로 <19개:QNT> 법안의 주요 내용을 상세히 소개했다.
청와대 공직기강비서관실의 동향보고서 유출 파문으로 또다시 ‘비선 실세’ 의혹의 중심에 선 정윤회 씨(59)가 청와대 측 인사들과는 별도로 문건 내용을 보도한 세계일보에 민형사상의 법적 대응을 취하겠다는 뜻을 30일 밝혔다.,청와대 공직기강비서관실의 동향보고서 유출 파문으로 또다시 ‘비선 실세’ 의혹의 중심에 선 정윤회 씨(<59:QNT>)가 청와대 측 인사들과는 별도로 문건 내용을 보도한 세계일보에 민형사상의 법적 대응을 취하겠다는 뜻을 30일 밝혔다.
신생팀 광주의 우선 지명선수로 입단했지만 개막을 앞두고 상주 상무와의 연습경기에서 왼 발목을 접질렸다.,신생팀 광주의 우선 <지명선수:CVL>로 입단했지만 개막을 앞두고 상주 상무와의 연습경기에서 왼 발목을 접질렸다.
5G 상용화 이후 1개월도 안 돼 가입자가 26만명을 기록했다.,5G 상용화 이후 1개월도 안 돼 가입자가 <26만명:QNT>을 기록했다.
"‘역사를 잊은 민족에게 미래가 없다’는 단재 신채호의 말처럼, 역사를 거울삼아 미래를 설계하는 계기가 될 것이다.","‘역사를 잊은 민족에게 미래가 없다’는 단재 신채호의 말처럼, 역사를 거울삼아 미래를 설계하는 계기가 될 것이다."
국무총리실 공직윤리지원관실이 경북 영일·포항 출신 인사(영포라인)들의 형사사건을 청탁하거나 취업 알선에 나섰다는 정황이 2일 드러났다.,국무총리실 공직윤리지원관실이 <경북:LOC> <영일:LOC>·<포항:LOC> 출신 인사(<영포:LOC>라인)들의 형사사건을 청탁하거나 취업 알선에 나섰다는 정황이 2일 드러났다.
현대차 연구개발 총괄인 양웅철 부회장은 최근 기자와 만나 “섀시 강성과 동력계통을 지속적으로 개선하며 내년 대회를 준비하고 있다”고 말했다.,현대차 연구개발 총괄인 양웅철 <부회장:CVL>은 최근 <기자:CVL>와 만나 “섀시 강성과 동력계통을 지속적으로 개선하며 내년 대회를 준비하고 있다”고 말했다.
"서울시향, 28일 슈베르트 교향곡 9번 '그레이트' 연주","서울시향, 28일 슈베르트 교향곡 9번 '그레이트' 연주"
"묵묵히 오랫동안 일을 하셨다는 것이 대단했고, 저도 그런 배우가 되고 싶었다”고 배운점을 전했다.","묵묵히 오랫동안 일을 하셨다는 것이 대단했고, 저도 그런 <배우:CVL>가 되고 싶었다”고 배운점을 전했다."
6살 예진과 그의 할머니가 수레를 끌고 만두를 판다.,<6살:QNT> 예진과 그의 <할머니:CVL>가 수레를 끌고 <만두:CVL>를 판다.
지난 10년간 한국 선수가 US여자오픈에서 우승한 것은 7차례.,지난 10년간 <한국:LOC> <선수:CVL>가 US여자오픈에서 우승한 것은 <7차례:QNT>.
"김 전 지검장은 이날 변호인을 통해 “죽고 싶은 심정”이라며 혐의사실을 인정하고, “전문가와 상의해 정신 치료를 받겠다”고 말했다.","김 전 <지검장:CVL>은 이날 <변호인:CVL>을 통해 “죽고 싶은 심정”이라며 혐의사실을 인정하고, “전문가와 상의해 정신 치료를 받겠다”고 말했다."
"앞서 듀폰은 2008년 퇴사한 자사 직원들을 코오롱이 컨설턴트로 고용해 영업비밀을 빼냈다며 소송을 제기했고, 버지니아주 리치먼드지방법원의 배심원들은 지난해 9월 코오롱에 9억1990만달러(약 1조원)를 배상하라는 평결을 내린 바 있다.","앞서 듀폰은 2008년 퇴사한 자사 직원들을 코오롱이 <컨설턴트:CVL>로 고용해 영업비밀을 빼냈다며 소송을 제기했고, <버지니아주:LOC> 리치먼드지방법원의 배심원들은 지난해 9월 코오롱에 <9억1990만달러:QNT>(<약 1조원:QNT>)를 배상하라는 평결을 내린 바 있다."
5G 팩토리 존은 산업현장에서 적용할 수 있는 5G 서비스를 소개한다.,5G 팩토리 존은 산업현장에서 적용할 수 있는 5G 서비스를 소개한다.
"당시 지방에서 재목과 비용을 마련하며 겪은 난관, 하급 관료들의 횡령 도주 사건, 원납전(기부금) 징수의 어려움 등도 세밀하게 기록돼있다.","당시 지방에서 재목과 비용을 마련하며 겪은 난관, <하급 관료:CVL>들의 횡령 도주 사건, 원납전(기부금) 징수의 어려움 등도 세밀하게 기록돼있다."
<길 위에서 중얼거리다>는 생전에 시인이 첫 시집의 제목으로 염두에 둔 것이다.,<길 위에서 중얼거리다>는 생전에 시인이 첫 시집의 제목으로 염두에 둔 것이다.
"채 경위는 “실제 입상 가능성을 높일 수 있도록, 공모전 주최 측이 요구하는 비전, 정체성 등을 파악할 수 있는 구체적 방법론도 수록했다”고 강조했다.","채 <경위:CVL>는 “실제 입상 가능성을 높일 수 있도록, 공모전 주최 측이 요구하는 비전, 정체성 등을 파악할 수 있는 구체적 방법론도 수록했다”고 강조했다."
이날 서울 외환시장에서도 달러화 강세 여파로 원-달러 환율은 전 거래일보다 13.4원(1.22%) 급등(원화 가치 하락)한 1112.1원에 거래를 마쳤다.,이날 <서울:LOC> 외환시장에서도 <<달러:CVL>화:CVL> 강세 여파로 <원:CVL>-<달러:CVL> 환율은 전 거래일보다 13.4<원:CVL>(<1.22%:QNT>) 급등(<원:CVL>화 가치 하락)한 1112.1<원:CVL>에 거래를 마쳤다.
아버지가 보내준 돈으로 생활하던 윤씨와 할머니는 생활고에 외삼촌 집으로 이사를 했다.,<아버지:CVL>가 보내준 돈으로 생활하던 윤씨와 <할머니:CVL>는 생활고에 <외삼촌:CVL> 집으로 이사를 했다.
그러나 이 감독은 2016 리우데자네이루 올림픽 대표팀의 앞길에 대해 장밋빛 전망만을 내놓지는 않았다.,그러나 이 <감독:CVL>은 2016 리우데자네이루 올림픽 대표팀의 앞길에 대해 장밋빛 전망만을 내놓지는 않았다.
“한국인을 뽑고 싶어요”,“<한국인:CVL>을 뽑고 싶어요”
아이폰4는 아이폰의 글로벌 판매량을 대폭 늘린 제품이다.,아이폰4는 아이폰의 글로벌 판매량을 대폭 늘린 제품이다.
"또한 플러스 10을 일 년간 계속하면, 다른 것을 아무것도 안 하고 평소대로 지내도 1.5~2.0㎏ 몸무게가 주는 효과가 나온다.","또한 플러스 10을 일 년간 계속하면, 다른 것을 아무것도 안 하고 평소대로 지내도 <1.5~2.0㎏:QNT> 몸무게가 주는 효과가 나온다."
[2017 국가 소비자중심 브랜드 대상]아이스팩 기업 첫 선정… 브랜드 혁신,[2017 국가 소비자중심 브랜드 대상]아이스팩 기업 첫 선정… 브랜드 혁신
현재 페이스라면 이승엽(삼성)이 2003년 기록한 한 시즌 최다 타점(144점) 기록 경신도 욕심낼 만하다.,현재 페이스라면 이승엽(삼성)이 2003년 기록한 <한 시즌:QNT> 최다 타점(<144점:QNT>) 기록 경신도 욕심낼 만하다.
지난해 1월 부산고검으로 발령이 나자 검찰에서 퇴직했다.,지난해 1월 부산고검으로 발령이 나자 검찰에서 퇴직했다.
"이 교수는 ""그것이 코미디가 지닌 미덕인데, 본인들 의지와 상관 없이 세상 일이 풀린다는 메시지는 상당한 위안을 준다""며 ""이 영화를 보는 관객들 입장에서는 '내가 지금 이렇게 사는 건 내 능력 문제가 아니라 운의 문제다' '운명은 내가 어떻게 할 수 없다'고 생각할 수 있다""고 전했다.","이 <교수:CVL>는 ""그것이 코미디가 지닌 미덕인데, 본인들 의지와 상관 없이 세상 일이 풀린다는 메시지는 상당한 위안을 준다""며 ""이 영화를 보는 관객들 입장에서는 '내가 지금 이렇게 사는 건 내 능력 문제가 아니라 운의 문제다' '운명은 내가 어떻게 할 수 없다'고 생각할 수 있다""고 전했다."
각종 의혹이 제기된 우 수석을 박근혜 대통령이 교체하기로 결심한다면 개각과 동시에 이뤄질 것이라는 전망이 우세했다.,각종 의혹이 제기된 우 <수석:CVL>을 박근혜 <대통령:CVL>이 교체하기로 결심한다면 개각과 동시에 이뤄질 것이라는 전망이 우세했다.
"미국 대통령들은 선거에선 중국에 강경했다가도, 당선·취임 뒤에는 유화적으로 되곤 했다.","<미국:LOC> <대통령:CVL>들은 선거에선 <중국:LOC>에 강경했다가도, 당선·취임 뒤에는 유화적으로 되곤 했다."
"골프는 타이거 우즈의 뒤를 이어 잭 니클라우스(69)와 아널드 파머(80), 필 미켈슨(39), 마스터스 대회의 창시자 보비 존스(사망·이상 미국)가 차례로 꼽혔다.","<골프:CVL>는 타이거 우즈의 뒤를 이어 잭 니클라우스(<69:QNT>)와 아널드 파머(<80:QNT>), 필 미켈슨(<39:QNT>), 마스터스 대회의 창시자 보비 존스(사망·이상 <미국:LOC>)가 차례로 꼽혔다."
도종환 의원 “청·차은택 깊게 개입”,도종환 <의원:CVL> “청·차은택 깊게 개입”
‘시장 선도자’는 아이폰을 내놓고 시장을 뒤흔든 애플이었다.,‘시장 선도자’는 아이폰을 내놓고 시장을 뒤흔든 애플이었다.
총선 승리 이후 각종 양자대결 여론조사 결과 새누리당 박근혜 의원은 40대에서 안철수 서울대 융합과학기술대학원장을 5%포인트 안팎으로 앞섰지만 7월 19일 안 원장이 ‘안철수의 생각’을 펴낸 뒤 상황이 달라졌다.,총선 승리 이후 각종 양자대결 여론조사 결과 새누리당 박근혜 <의원:CVL>은 <40대:QNT>에서 안철수 서울대 <융합과학기술대학원장:CVL>을 <5%포인트 안팎:QNT>으로 앞섰지만 7월 19일 안 <원장:CVL>이 ‘안철수의 생각’을 펴낸 뒤 상황이 달라졌다.
"현재 LG전자, LG디스플레이, LG이노텍, LG화학, LG하우시스, LG생활건강, LG유플러스, LG CNS 등 8개 계열사 연구인력 1만7000명이 근무 중이다.","현재 LG전자, LG디스플레이, LG이노텍, LG화학, LG하우시스, LG생활건강, LG유플러스, LG CNS 등 <8개:QNT> 계열사 연구인력 <1만7000명:QNT>이 근무 중이다."
여학생의 경우 고3은 물론 중3도 10년 전과 비교해 0.2㎝씩 준 것으로 조사됐다.,여학생의 경우 <고3:QNT>은 물론 <중3:QNT>도 10년 전과 비교해 <0.2㎝씩:QNT> 준 것으로 조사됐다.
'식당밥'이라는 폄하에도 아랑곳없이 자신이 외식사업가임을 숨기지 않는다.,'식당밥'이라는 폄하에도 아랑곳없이 자신이 <외식사업가:CVL>임을 숨기지 않는다.
